Date_reported,Anguilla,Argentina,Aruba,Bahamas,Barbados,Belize,Bermuda,Bonaire,Brazil,Canada,Chile,Colombia,Cuba,Curaçao,Dominica,Ecuador,Grenada,Guadeloupe,Guatemala,Guyana,Haiti,Honduras,Jamaica,Martinique,Mexico,Montserrat,Nicaragua,Panama,Paraguay,Peru,Saba,Suriname,Uruguay
2020-03-23,0,67,3,0,0,0,0,0,0,336,198,0,0,0,0,26,1,5,6,0,0,2,3,5,87,0,0,108,4,0,0,0,41
2020-03-24,0,76,4,0,13,1,0,0,1297,355,290,110,32,3,2,517,0,17,3,0,5,4,2,20,65,0,0,100,5,98,0,4,27
2020-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,2,201,7,1,0,1,1,0,232,1816,384,164,19,1,9,162,6,3,3,0,1,22,5,9,162,-3,0,213,14,164,0,1,55
2020-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,0,87,9,4,6,0,8,0,482,463,304,21,13,0,0,384,0,20,1,0,0,15,0,27,111,3,0,116,11,0,0,1,21
2020-03-29,0,101,18,1,0,0,2,0,502,739,299,48,39,0,0,228,0,0,7,0,0,0,4,0,128,0,2,112,4,55,0,0,36
2020-03-30,0,55,0,0,2,0,5,0,487,898,0,69,0,0,0,12,0,0,2,0,7,43,2,12,131,0,0,115,3,36,0,0,29
2020-03-31,0,75,4,4,7,1,0,0,352,662,540,94,51,4,0,127,2,10,2,-1,0,29,4,6,145,0,0,88,5,181,0,0,6
2020-04-01,0,146,5,0,0,0,5,0,323,1378,289,96,16,0,0,278,0,8,0,4,0,0,0,8,101,0,0,0,1,213,0,0,11
2020-04-02,0,88,0,1,0,0,5,0,1138,1310,293,108,26,0,0,132,0,11,3,7,1,33,2,9,121,0,1,192,4,258,0,0,18
2020-04-03,0,79,5,6,12,0,0,0,1119,1109,373,159,21,0,0,791,1,3,8,0,0,47,6,3,163,0,0,136,8,0,0,0,12
2020-04-04,1,132,2,3,0,0,3,0,1074,1618,333,96,36,0,0,0,0,2,3,0,2,3,3,7,132,0,0,158,15,91,0,2,19
2020-04-05,0,88,2,0,6,1,0,0,1146,1206,424,106,19,0,0,302,2,0,0,4,0,42,6,7,178,1,0,198,4,181,0,0,17
2020-04-06,0,98,0,4,0,1,2,0,1222,966,310,139,32,0,0,0,0,4,11,1,3,4,2,0,202,0,0,128,8,151,0,0,14
2020-04-07,0,103,0,1,5,2,0,0,852,1902,344,79,30,2,3,282,0,1,9,5,3,30,3,4,253,0,1,187,9,535,0,0,6
2020-04-08,0,74,7,4,4,0,2,0,926,1243,301,94,46,0,1,0,0,4,7,2,1,7,1,2,296,0,0,112,2,280,0,0,9
2020-04-09,0,87,3,3,3,1,0,0,1661,1384,430,201,61,1,0,703,0,0,10,2,2,7,4,1,346,2,0,149,4,393,0,0,9
2020-04-10,0,80,8,4,0,1,0,0,2210,1326,426,274,58,0,0,515,0,2,8,4,3,31,0,2,396,0,0,279,5,1388,0,0,22
2020-04-11,0,134,4,1,3,1,9,0,1930,1467,529,169,49,0,1,2196,0,2,31,0,0,39,0,0,260,1,1,224,5,914,1,0,7
2020-04-12,0,46,6,1,1,0,0,0,1781,1318,426,250,56,0,0,96,1,0,11,0,1,10,2,1,403,0,0,222,4,641,0,0,12
2020-04-13,0,0,0,0,1,3,2,0,1089,1158,286,236,49,0,0,209,0,0,16,0,0,1,4,1,375,0,2,260,1,951,1,0,7
2020-04-14,0,277,0,5,3,1,7,0,1442,1084,312,67,57,0,0,63,0,0,3,10,9,4,3,1,442,2,0,166,13,671,0,0,11
2020-04-15,0,84,0,2,1,4,0,0,1261,1360,392,76,40,0,0,74,0,2,11,0,0,10,1,0,353,0,0,72,12,0,0,0,0
2020-04-16,0,141,1,0,1,0,0,1,1832,1394,356,127,48,0,0,255,0,0,13,1,1,12,32,1,385,0,0,102,2,2784,0,0,9
2020-04-17,0,121,2,4,2,0,24,0,3058,1344,534,126,48,0,0,367,0,0,16,7,0,7,20,1,448,0,0,177,13,1172,0,0,1
2020-04-18,0,96,1,1,0,0,2,0,2105,1775,445,128,61,0,0,225,0,0,18,2,2,16,18,0,450,0,0,265,25,2014,0,0,9
2020-04-19,0,90,0,0,0,0,0,0,3257,1741,478,206,63,0,0,572,0,0,21,6,1,15,20,4,578,0,0,194,3,0,0,0,6
2020-04-20,0,55,1,4,0,0,3,0,2917,1509,358,182,49,0,0,446,0,3,22,0,0,15,10,0,622,0,0,63,4,931,0,0,9
2020-04-21,0,121,0,2,0,0,0,0,2055,1474,419,171,52,0,0,660,0,0,32,2,3,5,23,0,764,0,0,194,2,1208,0,0,11
2020-04-22,0,113,0,4,0,0,0,0,1927,1991,325,185,50,0,0,270,1,0,5,1,10,17,27,0,511,0,1,191,0,697,0,0,7
2020-04-23,0,124,3,1,0,0,12,0,2498,1549,464,172,52,0,0,452,0,0,22,1,1,16,10,1,729,0,0,163,5,1512,0,0,8
2020-04-24,0,143,0,5,1,0,1,0,2678,1890,516,207,46,0,0,333,1,0,26,0,4,9,10,6,1043,0,0,171,0,1413,0,0,6
2020-04-25,0,139,0,2,0,0,0,0,3735,1926,494,205,50,0,0,11536,0,1,42,3,10,43,14,0,1089,0,1,174,7,1664,0,0,8
2020-04-26,0,222,0,0,1,0,0,0,3503,1614,552,320,52,0,0,0,0,0,46,3,0,29,31,0,1239,0,0,172,3,734,0,0,6
2020-04-27,0,137,0,6,2,0,10,0,5514,1425,473,261,32,0,0,0,3,0,43,1,0,36,17,5,970,0,2,200,5,3683,0,0,33
2020-04-28,0,54,0,2,0,0,0,1,3379,1538,482,237,20,2,0,521,0,0,27,0,2,34,0,0,835,0,0,241,0,2186,0,0,10
2020-04-29,0,127,0,0,1,0,1,0,4613,1698,552,218,48,0,0,1018,0,0,30,0,2,41,59,0,852,0,0,242,2,1182,0,0,14
2020-04-30,0,182,0,0,0,0,1,0,5385,1349,520,352,30,0,0,417,1,2,27,1,0,36,17,0,1223,0,0,179,9,2491,0,0,5
2020-05-01,0,103,0,0,0,0,0,0,6276,1693,1138,262,34,0,0,259,1,1,28,3,0,33,15,3,1047,0,1,178,10,2741,0,0,5
2020-05-02,0,172,0,1,1,0,3,0,7218,1601,985,296,36,0,0,1402,0,0,14,4,5,33,26,1,1425,0,0,154,17,3045,0,0,13
2020-05-03,0,56,0,1,0,0,0,0,6209,1915,1427,499,74,0,0,1128,0,0,45,0,4,95,10,1,1515,0,0,188,67,3483,0,0,5
2020-05-04,0,149,0,0,0,0,1,0,4970,3793,1228,279,38,0,0,2074,1,0,44,0,0,111,31,1,1349,0,0,370,37,2075,0,0,4
2020-05-05,0,118,0,1,1,0,0,0,4588,479,980,383,19,0,0,2343,0,0,15,0,3,45,6,0,1383,0,1,107,26,3394,0,0,3
2020-05-06,0,123,1,1,0,0,0,0,6633,1315,1373,305,17,0,0,0,0,0,27,10,12,123,2,0,1434,0,0,190,35,1444,0,0,2
2020-05-07,0,154,0,5,0,0,0,0,6935,1299,1032,640,18,0,0,-2461,0,1,33,1,1,92,2,1,1120,0,1,136,9,3817,0,0,13
2020-05-08,0,229,0,3,0,0,3,0,10503,1437,1533,346,26,0,0,878,0,0,35,0,7,191,5,0,1609,0,0,208,22,3628,0,0,3
2020-05-09,0,225,0,0,0,0,0,0,9888,1504,1391,497,12,0,0,0,0,1,34,0,21,224,10,1,1982,0,0,137,101,3709,0,0,11
2020-05-10,0,150,0,0,0,0,0,0,10222,1381,1247,595,13,0,0,-1480,0,0,68,0,17,86,2,3,1906,0,0,202,126,3321,0,0,10
2020-05-11,0,244,0,0,2,0,0,0,10611,1216,1647,444,12,0,0,741,0,0,67,4,5,59,8,1,1938,0,0,212,24,3168,0,0,8
2020-05-12,0,110,0,0,0,0,0,0,6760,1160,1197,568,17,0,0,-50,0,0,85,7,31,142,4,0,1562,0,0,166,11,2292,0,0,5
2020-05-13,0,244,0,1,0,0,1,0,5632,1186,1658,550,21,0,0,910,0,1,62,5,27,128,3,0,1305,0,0,168,13,1515,0,0,4
2020-05-14,0,285,0,0,1,0,2,0,9258,1144,2660,659,6,0,0,67,0,0,85,4,10,-20,2,2,1997,0,9,0,3,3237,0,0,6
2020-05-15,0,410,0,1,0,0,0,0,11385,1050,2659,658,20,0,0,16,0,0,143,0,15,175,2,0,1862,0,0,328,14,4247,0,0,2
2020-05-16,0,161,0,2,0,0,1,0,13944,1293,0,680,10,0,0,0,1,0,176,0,39,63,0,0,2409,0,0,174,5,4298,0,0,5
2020-05-17,0,345,0,0,0,0,1,0,15305,1164,4388,606,22,0,0,965,0,0,125,3,37,142,2,3,2437,0,0,150,19,3891,0,0,8
2020-05-18,0,326,0,0,1,0,0,0,14919,1211,2353,723,10,0,0,1256,0,0,120,1,48,105,6,0,2112,0,0,181,8,4046,0,0,2
2020-05-19,0,263,0,0,2,0,0,0,7938,1102,2278,635,9,0,0,459,0,0,149,0,98,81,3,0,2075,0,0,157,2,3732,0,1,0
2020-05-20,0,303,0,0,0,0,2,0,13140,1193,0,721,6,0,0,969,0,0,89,7,77,152,0,0,2414,0,0,120,41,2660,0,0,3
2020-05-21,0,438,0,0,2,0,0,0,17408,1003,7558,640,13,0,0,0,0,0,132,1,63,157,0,0,2713,0,254,141,4,4550,0,0,1
2020-05-22,0,474,0,1,0,0,0,0,19951,1053,0,752,8,0,0,703,0,0,132,0,67,145,9,0,2248,0,0,110,3,4537,0,0,8
2020-05-23,0,648,0,0,0,0,0,0,18508,1210,8240,643,8,0,0,974,0,0,247,2,71,104,5,5,2973,0,0,139,2,4749,0,0,3
2020-05-24,0,718,0,0,0,0,3,0,20803,1127,3536,801,15,0,0,430,0,1,231,0,78,273,10,0,2960,0,0,151,12,2929,0,0,4
2020-05-25,0,704,0,3,2,0,5,0,16508,1189,3709,1046,10,1,0,498,0,0,311,0,53,266,6,0,3329,0,0,310,12,4056,0,0,11
2020-05-26,0,723,0,0,0,0,0,0,15813,1022,4895,998,6,0,0,599,0,5,370,8,93,207,2,0,2764,0,0,349,3,4205,1,0,5
2020-05-27,0,552,0,0,0,0,0,0,11687,895,3964,806,16,1,0,301,1,0,336,2,105,239,4,0,2485,0,0,257,12,4020,0,0,18
2020-05-28,0,600,0,0,0,0,6,0,16324,941,4328,1022,11,0,0,447,0,0,194,2,111,212,8,0,3455,0,480,264,7,5772,0,0,2
2020-05-29,0,705,0,0,0,0,0,0,20599,963,4654,1101,9,2,0,368,0,0,191,0,146,239,5,0,3463,0,126,281,16,6154,0,1,14
2020-05-30,0,769,0,1,0,0,1,0,26417,954,3695,1262,22,0,0,100,0,1,203,11,123,112,0,0,3377,0,0,403,17,5874,0,0,8
2020-05-31,0,0,0,0,0,0,0,0,26928,885,4220,1322,20,0,0,0,0,0,259,0,141,134,6,3,3227,0,0,400,47,6506,0,0,5
2020-06-01,0,1512,0,0,0,0,0,0,33274,775,4830,1548,20,0,0,527,0,0,132,2,281,208,6,0,2885,0,0,487,22,7386,0,2,5
2020-06-02,0,637,0,1,0,0,0,0,16409,835,5471,1147,38,0,0,0,0,0,348,1,259,108,0,0,3152,0,0,445,9,8805,0,13,2
2020-06-03,0,564,0,0,0,0,1,0,11598,800,3527,1110,9,0,0,1316,0,0,249,0,102,160,7,0,2771,0,65,374,18,5563,0,26,2
2020-06-04,0,904,0,0,0,0,0,0,28936,597,4942,1340,15,0,0,552,0,0,250,0,281,165,2,0,3891,0,359,258,57,4845,0,1,1
2020-06-05,0,949,0,0,0,0,0,0,28633,693,4664,1521,12,1,0,0,0,0,174,0,97,163,0,0,3912,0,0,514,16,4030,0,28,2
2020-06-06,0,929,0,0,0,0,0,0,30925,629,4207,1766,14,0,0,1140,0,2,394,0,36,190,1,0,4442,0,0,435,1,4284,0,0,4
2020-06-07,0,840,0,1,0,1,0,0,30830,265,5246,1515,40,0,0,622,0,0,331,0,284,91,4,2,4346,0,0,419,3,4202,0,8,2
2020-06-08,0,983,0,0,0,0,0,0,27075,722,6405,1392,18,0,0,392,0,0,307,1,148,184,1,0,3593,0,0,541,45,4358,0,11,11
2020-06-09,0,774,0,0,0,0,0,0,18912,642,4696,1209,9,0,0,258,0,0,263,0,262,172,2,0,3484,0,0,421,10,4757,0,27,0
2020-06-10,0,826,0,0,0,0,0,0,15654,545,3913,1483,5,0,0,539,0,0,447,0,204,123,0,0,2999,0,0,429,42,3181,0,5,0
2020-06-11,0,1141,0,0,4,1,0,0,32091,409,5737,1359,6,1,0,523,0,0,364,2,124,485,0,0,4199,0,346,379,15,4040,0,4,1
2020-06-12,0,1226,0,0,0,0,0,0,32913,472,5596,1604,8,0,0,0,0,0,355,0,134,425,0,0,4883,0,0,656,28,5087,0,7,1
2020-06-13,0,1386,0,0,0,0,0,0,30412,405,6754,1530,14,0,2,1338,0,7,340,2,145,309,13,0,4790,0,0,697,24,5965,0,24,0
2020-06-14,0,1391,0,0,0,0,1,0,25982,413,6509,1646,5,0,0,578,0,0,421,1,0,463,3,0,5222,0,0,625,7,5961,0,19,0
2020-06-15,0,1531,0,0,0,1,2,0,21704,467,6938,1888,10,0,0,395,0,0,509,0,224,323,1,0,3494,0,0,848,28,4383,0,0,0
2020-06-16,0,1282,0,1,1,0,0,0,17110,377,5143,2193,14,0,0,571,0,0,354,0,144,403,2,0,4147,0,0,627,7,4604,0,21,1
2020-06-17,0,1208,0,0,0,0,0,0,20647,360,5013,2124,11,0,0,621,0,0,427,0,132,320,4,0,3427,0,0,736,7,3256,0,28,0
2020-06-18,0,1374,0,0,0,1,0,0,34918,320,36179,1868,7,1,0,547,0,0,434,12,106,478,0,0,4599,0,359,540,5,4164,0,6,1
2020-06-19,0,1393,0,0,0,0,0,0,32188,386,4475,2115,15,0,0,607,0,0,545,12,141,643,5,19,4930,0,0,635,22,3752,0,19,0
2020-06-20,0,1958,0,0,0,0,0,0,22765,367,6290,3171,10,0,0,634,0,3,617,0,228,440,12,0,5662,0,0,754,6,3480,0,16,1
2020-06-21,0,2060,0,0,0,0,2,0,54771,409,5355,3059,4,0,0,452,0,0,641,0,64,519,14,15,5030,0,0,923,26,3537,0,16,3
2020-06-22,0,1634,0,0,0,0,0,0,34666,390,5607,2357,3,0,0,457,0,0,246,0,97,1048,5,0,4717,0,0,948,17,3413,0,9,6
2020-06-23,0,1581,0,0,0,0,0,0,17459,318,4608,3019,3,0,0,275,0,0,390,1,134,519,2,0,5343,0,0,808,13,3598,0,16,17
2020-06-24,0,2146,0,0,0,1,0,0,21432,300,3804,2531,3,1,0,728,0,0,624,21,5,531,6,0,4577,0,0,722,30,2511,0,1,6
2020-06-25,0,2285,0,0,0,0,0,0,39436,326,3649,2389,1,0,0,691,0,0,771,1,108,587,5,0,6288,0,0,562,106,3363,0,0,3
2020-06-26,0,2635,0,0,0,0,0,0,42725,279,4648,3541,2,0,0,822,0,0,279,3,105,628,8,0,5437,0,0,716,41,3879,0,38,17
2020-06-27,0,2606,0,0,0,0,0,0,39483,380,4296,3486,4,-1,0,700,0,8,800,6,114,795,6,0,6104,0,0,1007,142,3913,0,16,5
2020-06-28,0,2886,0,0,0,1,0,0,46860,172,4406,3843,5,0,0,718,0,0,209,15,179,628,2,6,5441,0,0,868,0,3762,0,18,12
2020-06-29,0,2401,0,0,0,0,0,0,38693,238,4216,4149,2,0,0,681,0,0,569,0,0,1013,0,0,4410,0,0,753,231,3625,0,76,5
2020-06-30,0,2189,0,0,0,0,0,0,30476,218,4017,3178,8,1,0,410,0,0,533,0,125,1075,10,0,4050,0,0,1028,185,3430,0,25,5
2020-07-01,0,2335,2,0,0,0,0,0,24052,668,3394,3274,1,1,0,677,0,0,479,5,86,736,2,0,3805,0,0,1099,94,2946,0,23,3
2020-07-02,0,2262,0,0,0,4,0,0,33846,286,2650,2803,7,0,0,0,0,0,687,10,42,740,4,0,5432,0,168,765,39,2848,0,2,4
2020-07-03,0,2667,0,0,0,0,0,0,46712,0,2498,4163,5,0,0,3126,0,0,915,3,65,704,5,0,5681,0,0,913,43,3264,0,18,7
2020-07-04,0,2744,1,0,0,0,0,0,48105,568,3548,4101,8,0,0,1189,0,0,1061,2,61,858,8,0,6741,0,0,774,46,3527,0,12,4
2020-07-05,0,2845,0,0,0,2,0,0,42223,319,3758,3395,8,0,0,878,0,2,1221,6,129,996,6,7,6740,0,0,758,36,3595,0,18,5
2020-07-06,0,2590,0,0,0,0,0,0,37923,226,3685,3884,3,0,0,423,0,0,1208,16,64,805,7,0,6914,0,0,988,42,3481,0,18,3
2020-07-07,0,2439,1,0,1,0,0,0,26051,219,3025,3721,8,0,0,422,0,0,747,1,39,1022,4,0,4683,0,0,1166,29,3638,0,21,1
2020-07-08,0,2632,0,0,0,0,0,0,20229,399,2462,3171,15,0,0,865,0,0,724,5,38,722,5,0,4902,0,0,1185,46,2985,0,10,4
2020-07-09,0,2979,0,0,0,0,3,0,45305,232,2064,4213,4,0,0,0,0,0,815,6,61,763,8,0,6258,0,229,957,52,3575,0,21,5
2020-07-10,0,3604,0,2,0,0,0,0,44571,267,3133,4144,4,0,0,1773,0,0,624,1,54,550,6,0,6995,0,0,960,84,3633,0,36,9
2020-07-11,0,3663,0,1,0,3,0,0,42619,371,3058,5335,10,0,0,783,0,6,1247,1,96,406,2,0,7280,1,0,965,98,3537,0,55,3
2020-07-12,0,3367,0,1,0,4,1,0,45048,321,2755,6803,7,0,0,1408,0,0,961,4,35,669,0,6,6891,0,0,1041,0,3198,0,3,8
2020-07-13,0,3449,0,3,5,0,0,0,39023,221,3012,4586,6,0,0,661,0,0,979,1,73,530,5,0,6094,0,0,1075,84,3064,0,12,1
2020-07-14,0,2657,0,0,0,0,0,2,24831,243,2616,5083,2,1,0,589,0,0,757,6,37,507,0,0,4482,0,0,1301,160,3616,0,21,1
2020-07-15,0,3099,0,2,0,0,0,0,20286,565,1836,3832,4,0,0,1111,0,0,387,3,0,489,1,0,4685,0,301,1540,0,3797,0,18,2
2020-07-16,0,3645,1,3,0,2,0,1,41857,331,1712,5621,6,0,0,759,0,0,1130,8,104,527,3,0,7051,0,0,923,94,3744,0,21,8
2020-07-17,0,4250,0,3,1,0,0,0,39924,343,2493,5271,2,0,0,1036,0,0,1202,5,71,930,1,0,6149,0,0,1147,124,3857,0,48,12
2020-07-18,0,3623,2,5,0,1,2,0,45403,435,2841,8037,4,2,0,1079,0,5,865,2,46,831,2,6,6406,0,0,1130,144,3862,0,70,17
2020-07-19,0,4518,0,5,0,0,0,0,34177,405,2307,8934,1,0,0,938,0,0,870,5,27,878,3,1,7257,0,0,1035,115,3951,0,24,11
2020-07-20,0,3223,0,9,1,0,1,0,28532,330,2084,8560,1,0,0,631,0,0,4233,7,78,1048,6,0,7615,0,0,853,172,3963,0,58,7
2020-07-21,0,4231,5,15,0,0,0,0,23529,339,2099,6578,0,0,0,607,0,0,997,9,10,1042,16,0,5311,0,0,1207,92,4090,0,28,10
2020-07-22,0,4019,2,21,1,2,0,0,20257,786,1654,6727,3,0,0,1597,0,0,1190,1,37,776,19,0,5172,0,292,958,27,4091,0,50,10
2020-07-23,0,5344,2,20,0,1,0,0,41008,573,1719,7033,13,0,0,1040,0,0,906,2,46,734,1,0,6859,0,0,727,69,4406,0,52,32
2020-07-24,0,5782,0,25,0,0,0,0,67860,543,2357,7390,4,0,0,891,0,0,1057,11,21,757,6,0,6019,0,0,753,183,4463,0,45,21
2020-07-25,0,6127,0,55,0,4,0,0,59961,432,2545,7945,3,1,0,901,0,8,1091,1,30,800,5,7,8438,0,0,911,113,4546,0,58,24
2020-07-26,0,5493,0,42,2,1,0,0,55891,534,2288,7168,9,0,0,987,0,0,1209,1,63,657,10,0,7573,0,0,1176,111,4865,0,71,25
2020-07-27,0,4801,0,10,0,0,1,0,51147,350,2198,7254,17,0,0,658,0,0,561,8,37,879,6,0,6751,1,0,871,104,3923,0,76,8
2020-07-28,0,4205,2,16,2,0,0,0,24578,355,2133,8181,37,0,0,467,0,0,6,10,18,838,5,0,5480,0,0,1432,116,4913,0,58,18
2020-07-29,0,4890,0,40,0,0,0,0,23284,686,1877,8125,23,0,0,1118,0,0,1392,19,25,465,11,0,4973,0,76,1146,104,4920,0,44,10
2020-07-30,0,5939,0,65,0,0,2,0,40816,397,1775,10284,33,0,0,914,0,41,1154,7,31,719,2,0,7208,0,0,781,126,5288,0,27,16
2020-07-31,0,5641,0,37,0,0,0,0,69074,476,1961,8670,9,0,0,1177,1,0,1221,2,7,484,1,0,5752,0,0,1046,192,5678,0,97,19
2020-08-01,0,6377,1,24,0,0,0,0,57837,329,2131,9965,11,0,0,985,0,0,963,3,34,482,8,0,7730,0,0,922,341,6809,0,43,6
2020-08-02,0,5929,0,0,0,0,0,0,52383,513,1991,9488,25,0,0,877,0,21,1190,12,12,588,14,0,8458,0,0,1065,131,0,0,56,22
2020-08-03,0,5241,0,66,12,8,0,0,45392,287,2073,10673,13,0,0,0,0,0,327,17,44,671,5,0,9556,0,0,1127,147,14691,2,54,13
2020-08-04,0,5376,2,74,10,1,1,0,25800,285,1762,11470,24,0,0,809,0,0,236,44,8,512,11,0,4853,0,0,1070,159,6667,0,89,8
2020-08-05,0,4824,2,31,0,0,0,0,16641,147,1469,10199,31,0,0,922,0,7,823,0,35,597,11,0,4767,0,186,1003,80,4250,0,44,5
2020-08-06,0,6792,8,36,1,10,0,0,51603,761,1761,7129,25,0,0,903,0,0,1144,23,21,505,15,0,6148,0,0,968,128,6790,0,88,9
